variable,value
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column50,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,"  Chi ri’, xkimöl chïk wi ki’"
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,"  Töq xuna’ k’a ri’ K’ul Ya’, K’ul Chajom"
Column51,
Column51,
Column51,
Column51,  K’a ri’ ri Q’aq’awitz xel k’a pe chupam juyu’
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column51,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,"  Xe’el chïk k’a chi ri’, chuwi’ Me’ajaw"
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,  Man xik’o ta chupam ri juyu’
Column52,
Column52,
Column52,
Column52,  Qitzij nxib’in chïk ruwäch töq xel pe pa ri juyu’ Q’aq’xanul
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column52,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
Column53,
