Sentence,Sentiment
  Man xa xe ta ri nima’q achi’a’  kib’anon,String
  Xya’ ri qaconfirmación,String
  Xetaq k’a ka’i’ q’anawinaqi’ aj San Cristóbal,String
"  Xetaq apo ruma Francisco Pereña, juez",String
"   Xkimöl, xkik’äm información",String
  Xkimöl ki’ ri padres wawe’ pa Tzolola’,String
  Xub’än jun nima_justicia pa rochoch dios,String
  Xe tz’ukun tzij,String
  K’a ri’ ri qitzij cholajem ach’alal  xk’ut chuwäch justicia,String
  Xe re’ ri q’anawinaqi’ xkiya’ kitzij,String
 Ja kulew ri aj Palopo’,String
  Xk’oje’ chi kiwäch ri Q’eqak’uchi’,String
  Majani xk’is rub’anik,String
"  Töq xuk’ïs rucholajixik wuj, xchap rak’axik ri kitzij",String
  Mani timaj rochoch dios,String
" Konojel ri juna’, jujun juna’ nqajilaj ri tostones e molon, ri e k’o chïk pa qakaxa,  Juna’ juna’ jun tumín nya’öx,” xecha’ ri kaji’",String
  Po k’o chi nkitöj chïk kawinäq tostones töq xuya’ rutzij ri ajaw oidor,String
"  Chuqa’ oxi’ juna’ xteraltäj, xoqotäx el pa rutinamit",String
  Xapon chi rochoch Diego Läq,String
  K’a ri’ xel pe jun ralguacil fiscal,String
"  Chrij ri wa’im, konojel ri ajawa’ xkijüx kib’i’ pa ruwujil ri loq’oj",String
"  Man tik’ïl ta ri q’ëq ruwäch, töq xtane’ ri rumuqik ri qati’t ik’",String
  Ja ri ixjayilon xirapan,String
" Kani xb’e Pan Q’än richin ta nuk’äm pe jun provisión, jun decreto richin ta nub’än visita wawe’ Tzolola’",String
 Ri alab’oni’ xkisäch,String
  Ruyon xuna’ ri’,String
"  Töq xoqa ri señor Alonso Esquivel, ruk’exel,  k’ate ri Alonso Barrientos xsujun chi kij ri ajawa’ ri etamayon ronojel rub’anoj",String
  Ruyonil xb’eq’ejela’on,String
  Xa ri nima’q winäq man xetaqëx ta,String
  Q’ab’arinäq xapon chwäch ri corregidor,String
"  Ri kej e petenäq chi rucasta Francisco Coroy,  chuqa’ rucasta Pedro Sánchez",String
"  Töq saqïr chïk, töq tik’ïl chïk,  ja ri nimaxulan, ja pa taq oxi’ ramaj nimaq’a’",String
"  Don Ambrosio xutöj ka’i’ tostones richin ri don Lorenzo, corregidor",String
  Nimakamïk xb’an,String
 Man xuya’ ta ornamentos pa rochoch dios,String
  Kani xerapäx ri trompeteros ri xeto’on richin ri padre,String
  Xulan q’ij xkäm wawe’  San Juan chuwi’ Nawala’,String
"  K’a ri’ xinchäp chïk nusamaj, rïn Francisco Díaz",String
"  Ja rïn rachijil, ïn Francisco Díaz",String
"  Ri padre fray Simón xub’ij: “Mani tijalatäj ri tzij!  Ke re’ tub’ana’!  Wi k’o jun alcalde nimakun, tukolaj na ruvara!  K’ate tub’ana’ rujusticia!  Ja re’ rutzij rey",String
"  Chuqa’  xuchäp, xumäj kisi’",String
  Xa wi k’a xojxuke’ röj,String
"  Xikitöj ch’ab’äq, xkitoj jun ti pixk’il, xe waqi’ tumin",String
"  Xe jun ik’ xk’atzin richin rub’anik, rutaqik ruk’exel",String
"  Xa öj ka’i’, rïn ruk’in wixjayil  xojch’on pa nub’i’",String
" Loch, Xet kib’i’ ri winaqi’ ri xeme’alan, xek’ajolan Ajkejayi’",String
"  K’a ri’ xaläx ri chay ab’äj kuma Raxaxib’alb’ay, Q’anaxib’alb’ay",String
"  Ja k’a ri ajlab’al xa ruyon ch’a’, pokob’, xa setesïk che’, xa q’i’om, jis aj, jikïl aj kejqa’n töq xepe Pa Tulan",String
  Je na wi pe qitzij ri kitzij,String
"   Ja ruma ri'  xtiwejqaj rere': setesïk che',  q'i'om aj,  jis jikïl aj, ch'a', pokob';  k'uk'um, kixik' tz'ikina', saqkab’",String
"  Runab’ey ja ri B’akaj, B’akaj Poq, k’a nab’ey xepe wi",String
  Qitzij k’a nixib’in töq xojpe,String
  Xa at retal saq’ij,String
  K’a ri’ xqak’utula’ qi’: “Akuchi xakolo wi awi’?” xojcha’ chi re K’iche’ winäq,String
"  Xecha’ chïk k’a ri Q’aq’awitz, Saktekaw:  “Manäq! At nujay, nuchinamit",String
"  Mani nixib’ij iwi’!  Jo’!” xecha’ Q’aq’awitz, Saktekaw",String
"”  Kan xemakamo’, xkixib’ij ki’ töq xqach’ab’ej ri kich’ab’äl chi ke aj Ch’ol amaq’",String
"  Xecha’ k’a chi qichin: “Ïx ajawa’, myër xixoqa quk’in",String
" K’isik’owinäq pe konojel ri ajlab’al,  xk’is kokem konojel",String
"  Ri  ka’i’ jaleb’äl, ri ka’i’ chikopi’ xeb’ekitz’eta’ ri kib’anon ri Poqoma’",String
  Manäq chïk kejqa’n,String
  Xjachatäj kiwäch,String
  Majun xkib’ij ta kan,String
" Xa xk’al, xxim chi taq k’al je ruxaq pakay, ke re’ xkich’akatij,  xkikusaj achi’el taq ch’akät",String
  Ke re’ k’a ri juyu’ xub’ina’aj wi Chi Q’alib’äl,String
  Achike rere’?  La kan qitzij nxib’in?” xecha’,String
"  Stape rïx ïx jun wi chi ajlab’al, stape e ichaq’, animal ri B’akaj Poq, B’akaj Xajil",String
"  Xexajon, k’a ri’ xtikïr ri ruk’aqik",String
"  Xa wi xamb’ey chïk, pa k’isib’äl chïk xb’e ri Q’aq’awitz",String
  Kani k’a xkixib’ij ki’ ri amaq’ Tz’utujile’,String
"  Ri k’ulb’äl kichin ri kajpopo’, Nimajay rub’i’, ja re’ ri nab’ey kitz’aq",String
" Quma röj, öj ajpopo’ xb’anatäj",String
"  Rujub’ulen ri qach’ame’y  xok ruk’exel qaway, quk’ya’",String
"  Kamul, ka’i’ q’ij xkoyob’ej, man xkichäp ta ki’, man xe’etz’an ta, xkixajanij apo",String
"  K’ate xe’ok pe ri nima’q kiwäch, xecha’ ojer tata’, mama’",String
  Xkik’äq apo ri che’,String
"  Xa orokom rupam ri che’, xkijäm rupam ri che’",String
  Ke re’ k’a xek’ase’ wi ri’ ruma Tepew,String
"  Chuqa’ xeb’irb’öt, xkisiloj ri ulew achi’el ri kab’raqän, ri silonel",String
"  Qaya’ kixjayila’, tiqaya’ qame’al chi ke, kek’ule’ kuk’in!  K’a ri’ tqak’ama’ kan kixet, xtiqachäp el kiwi’,” xecha’",String
  Rije’ yetikïr nkitzijoj apo chi re ri Tepew achike ri xb’anatäj,String
"  Qitzij wi joye’ qawäch, yixk’atzin chi qe",String
"  Ri nab’ey qamama’ xeb’ano kan ri ajawarem, ïx nuk’ajol",String
  Eqal xesäch ri kisamaj,String
"  Xe’ok chïk k’a chi rij Ajpop K’amajay Xajil, Q’alel Xajil ri ruk’ajol aj Kupilkat",String
  K’o chïk rajaw chi ri’,String
  Ich’alkan xkikot chi ri’,String
  Chi ri’ xb’an wi ri lab’al Pa Q’inoma’,String
  Xkimestaj rutzij ri K’iqab’,String
  Xajin q’aq’aläj lab’al chi ri’ Pan Aj Chi Jolom,String
"  Kuk’in konojel ri ajlab’al, ruk’in ri ajaw K’iqab’  xkichäk taq tinamït, taq amaq’",String
"Ütz xerutz’ët  ri runima’q achi’a’, xujoyewaj  kiwäch, poqon xuna’ ri ajaw K’iqab’ kuma rusamajela’",String
  Xkikusaj ri ruk’ajola’ richin ta nkich’ïj ri kirayib’al,String
  Xe chrij xretamaj achike xb’anatäj kan,String
  K’a ri’ xe’ok chi ajpopo’ ri e oxlajuj chi ke ri ajawa’,String
"  Po k’a ri’ xtane’, xwär qa ri ch’a’oj chrij ri ajaw kuma ri K’iche’ winäq",String
  Po ri ixöq man xuya’ ta ri wäy chi re ri achin,String
"”  Xe re’ xerupixab’a’, “Tqab’ana’ ke re’",String
  Kani xtz’apitäj ri tinamït,String
"  Chi qak’u’x röj ri wuqamaq’ xe achij qak’u’x, royowal qak’u’x chi kij ri Kaweqi’, chi kij ri K’iche’ winäq",String
  Xkichäp lab’al chi kiwäch ri K’iche’a’ chi ri’,String
"   Stape xek’oje’  kaji’ qajawa’, man kikowil ta, man nïm ta kuchuq’a’ ri ka’i’ chïk, ri Chuluk, Xitamal Kej kib’i’",String
  Ri ka’i’ chi qamama’ ri’ xekäm pa ch’a’oj,String
  Xkamisan awän pan Uchum,String
  Chi ri’ xkik’uk’umaj wi pe,String
"  Kuk’in konojel ri ajlab’al, ajch’a’, ajpokob’, xke’ok chupam qatinamït chi Iximche’",String
"  Xkik’öt taq jul chi ruxe’ ri juyu’, xkitïk simäj chi kipam",String
"  Ri ka’i’ kajawa’ ri K’iche’,  Tepepul, Istayul xe’el pe",String
   Xb’erub’och’ij qa,String
  Xcha’ chi ke kajlab’al: “Titz’eta’ na ri taq tz’aq!  Naqaj öj k’o wi,String
  Ri rukamisanel Ich’al  xa jun yakol uk’ya’,String
"  Xrajo’ nujotob’a’ ruwa ruq’ij, rutepewal, ruchuq’a’",String
  Ri tikonela’ xkajo’ nkito’ ki’,String
"  Rija’ xretwachij, xq’alajisaj jampe rajlab’al, rachija’",String
"  Ja ri aj Xe Chi Peqen xkitäq el ri ajawa’ Kab’lajuj Tijax, Oxlajuj Tz’i’",String
"  K’a ri’ xtikïr k’a tzaloj, ch’ayonïk lab’al chwäch tinamït",String
  Xe kaji’ ral ch’a’ xya’öx chi kijujunal ri ixoqi’,String
"  Chi ri’ pa ri nimab’ey xeyaloj chi ch’a’oj, chi ch’ayonïk, chi kamisanïk",String
  Xeb’e juley taq tinamït,String
  Chi ri q’ij julajuj Kan xb’an,String
  Xeya’är chi kamïk kuma rachija’ ri ajaw Kab’lajuj Tijax,String
"  Ke re’ xeq’aq’är qatata’, qamama’",String
" Ruloman rije’ xenimaq’ijun, jujun kisamajela’, jujun kalk’ajol kib’anon lab’al",String
  Ke re’ xech’ol ri winaqi’,String
" Je rachkamik, junam xekäm ruk’ajola’ ajawa’ kuk’in ruchaq’, runimal",String
  Xkäm ri ajaw Tojin,String
  Po ri ajaw ajtzij winäq B’ak’ajol man xrajo’ ta rokik chi ajawarem ri B’eleje’ K’at,String
"  Xetzolin apo ri ajaw Tepepul, aj Tz’ikinajay, K’isijay",String
  Xekito’ ri aj Pa Wakal,String
  K’a xajin nq’ejeläx ri che’ ab’äj,String
  Xkinimaj rutzij,String
"  Man xqetamaj ta kib’eyal, kib’anikil, kina’oj",String
  Ja chi ri q’ij wuqu’ Kamey xkamisäx Tz’utujile’ ruma Tunatiw,String
  Kani xtz’aq kan xka’  retal,String
  Xkitolob’a’ kan,String
  Xuk’ät ronojel,String
"  Töq xe jub’a’ chïk ajowan richin nutz’aqatirisaj jumay julajuj juna’ chrij ri yujuj, k’a ri’ ja töq xapon ri Tunatiw kuk’in rajlab’al chi ri’ Chi Xot",String
  Xqakolaj kan ri lab’al,String
  Xe’apon pa Ruya’al Chay,String
  Ja rije’ xkitïk ri tinamït Pan Q’än rub’i’,String
"  Ri taq ajpop, ri ajawa’ man xkipopoj ta ki’, man xkipixab’aj ta ki’",String
 K’a ri’ Tunatiw xe’el el chi ri’ Tzutzumpam,String
"  Ri winäq ri xechäp xe’ok kiteleche’, kikana’",String
"  Majani xetamäx wi rutzij, rupixa’ dios",String
"  Ajsamaj, samajela’ xya’ chïk rajil kisamaj",String
  Rajowan ri okem ri dominicanos chi ri’ Xelajub’,String
  K’ayew chi xkinük’ ta ri patan,String
 Xya’ ordenanzas,String
  Xtz’apïx kiqul,String
"  Töq xk’is rutz’etik ronojel ri ruchi’ choy, xoqa pe wawe’",String
  Ja re’ ri ruwuqlaj q’ij richin ri ik’ octubre,String
  Xub’ij chi re ri señor presidente audiencia chi xtiq’equmär ruwäch ik’,String
"  Xb’eqach’a’o’, xb’eqasolo’ chi la’ Pan Q’än chwäch ri Audiencia",String
"  Konojel ri ajawa’, ri nima’q winaqi’ xkiya’ kitzij,  Xetamäx töq xojok chupam ri samaj",String
  Xe’apon waqi’ aj Pa Son,String
 K’o chïk rajil ri rak’axik ri ch’a’oj chi ri’,String
"  Xe’oqa richin nkib’än kicapítulo, kimoloj",String
" Xerapäx konojel: xrapäx ri fiscal, xerapäx ri q’anawinaqi’",String
"  Xe xb’an ruma xq’aq’an ruk’u’x Bernabé Xajil chwe rïn, ïn Francisco Díaz",String
"  Xutzin, xchojchomirisäx töq xajawär Pedro Martín Q’eqak’üch",String
  Choj kik’u’x,String
  Yechajin richin,String
   Señor don Carlos xok corregidor pa Tzolola’,String
  Nixib’in chi tew k’a nik’isib’ëx,String
  Chi b’eleje’ Kej xtikër ri ch’a’oj,String
"  Ronojel ri ornamentos je ri qasipanik, qamayonik",String
"  E Diego Karab’aj, Cristóbal Xub’, Francisco Q’ulum, ruk’ajol Uchuk",String
 Xe’elesäx pa kisamaj,String
  Oxi’ juna’ k’o chi nk’oje’ juk’an chïk,String
  Womuch’ jumuch’ ruk’in b’eleje’ tostones xuk’äm,String
  “Xa ruyon tik’oje’!” xcha’ ri ajaw,String
  Xkiya’ kifirmas chrij ri ruwujil jay,String
  K’a ri’ xsaqïr pe ruwäch,String
"  Ri wajtzay, ri nuk’ulel ja ri Pedro Rastum Xitayul, Diego Xt’amer, Diego Lopiq, Juan Lopiq, Andrés Patzan Coyol, Alonso Xitayul",String
  Jub’a’  chrij ri wa’im xoqa pe ri ajaw chupam jueves,String
  K’ïya_tostones xkitöj chi ri’ Pan Q’än,String
  Xb’e Pan Q’än chuwäch ri padre provincial,String
"  “Man naya’ ta q’ij chi ke ri ajawa’ ri’ ke’ok q’anawinaqi’!  Rije’ e wajtzay, e nuk’ulel,” xcha’ Barrientos chuwäch ri corregidor",String
 Xinoyöx  chuqa’,String
  K’a ri’ xk’utun pe ronojel,String
  Chuqa’xerutäq  ruji’ chi rub’anik ri chenoj,String
"  Xa roxlaj chïk q’ij chi rij, chi ri q’ij oxi’ Tijax, xb’anatäj chïk",String
 Ja k’a qitzij xoyewär ri alcalde mayor,String
  Juwinäq lajuj tz’um xya’öx,String
"  Xinmüq ri walk’wal, ïn Francisco Díaz",String
"  Xe ja ri gobernador, ruma rija’ indio, manäq ruk’u’x richin tub’ana’ apo ri sentencia",String
 Nïm poqom kik’u’x,String
  Ka’i’ q’ij kan ri padre xojrupixab’a’: “Tikochij!  Tib’ana’ sipanik richin ri Santa María,String
"  Xjalöx chi eleq’ chi qij ruma tz’utuj, ruma awän",String
  Ch’anin xjote’,String
  Manjun chïk ojrutzeqelib’en,String
  Xa wi k’a xek’am pe ri Ajpaq Telom,String
"  K’a ri’ xetz’aq winaqi’ ruma Tz’aqöl B’itöl, richin ta ja rije’ xtikitzüq ri chay ab’äj",String
"  We ta k'a xtiwejqaj tz'ib'anïk, k'otonïk, cholq'ij, mayq'ij, xul, b'ix, tiya' rejqalem, tisa' ruwäch ruq'ij ri iwejqa'n!",String
"  Öj, k’a xamb’ey xojpe, ri öj B’akaj Xajil,” xecha’ rije’, ri qatata’, qamama’, ïx qak’ajol",String
"  Ri qachpetik, qachb’ila’ ja ri q’awonon, q’asital, sutz’, moyew, xoq’ol, ch’ab’äq, q’eqal jöb’ töq xojel pe Pa Tulan",String
" Nab’ey yatoq’ töq nel pe ri saq’ij; k’a ri’ töq nitane’ ri jöb’, yatoq’ chïk jun b’ey,”  xojcha’ kan chi re",String
  “Xa kitojoj kijilïl xib’e chi kaj,String
"  Qitzij wi chi at nuchaq’, nunimal,” xuche’ëx k’a",String
"  Töq xkitzët, xkïl ri K’o Xajil, K’o B’akil, xuche’ëx: “Achike rat?  Xkatqakamisaj!  Achike ruma nachajij ri b’ey?” xuche’ëx k’a",String
  Xa kani xkixib’ij ki’,String
"  Xa öj ichaq’, inimal",String
 Chi ri’ xe’uche’ëx konojel ruma ajaw Nakxit: “Xa tijotob’a’ kan re’ wapal ab’äj,String
"   Xe’uche’ëx k’a töq xeb’e el: “Jïx itz’eta’, kixb’etz’eta’ achike nkib’än!  Kixapon apo naqaj ri qalab’al, qak’ulel!”  Xeb’e apo",String
" Xa e ruqaxb’a chi’ kan:  kej-jay, tz’umjay",String
"  Xa jun chïk xojb’oso öj Xajila’, ri Q’aq’awitz",String
"  Qitzij kan k’oq kik’u’x, k’a tuche’ëx ruk’amik ruq’aq’al",String
" Ke re’ k’a xub’ina’aj wi K’alala’ Pakay ri’, xecha’ qamama’",String
"   Töq xkiya’ pe ki’, xecha: “Xa röj öj ichaq’, inimal",String
"  Xcha’ k’a ri qamama’ Q’aq’awitz:  “Achike na, ïx ajlab’al?  xtiqatz’ët  ruwäch",String
" Stape ke re’ kixuche’ëx pe- “Xa junam iq’aq’al, itepewal, ïx qachaq’,” xe’uche’ëx k’a",String
 Man xkikusaj ta ral ch’a’,String
  Xk’oje’ jun rana’ ri Q’aq’awitz,String
"  Xapon ri Q’aq’awitz kuk’in, xcha’: “ Achike xk’amo pe wana’?  Xa chi k’ululab’äl chïk nuk’u’x, ninrayij yich’ayon",String
"  Je k’a ri nab’ey ri xe’apon apo ja ri Q’eqak’üch, Sib’ajijay, Kaweq",String
  Xa wi k’a ke re’ xkib’än kan konojel ri ajlab’al chupam ri kisaqirib’al,String
"  K’a ri’ xtikïr awanujïk,  xqachäp rutikoxik awän",String
"  K’a ri’ xixjayiläx qati’t,   xketamaj ki’, xe’etz’an",String
  Ri Q’aq’awitz xe naqaj xk’oje’ wi töq xe’apon chi ri’,String
 Xchayb’ëx kichin ri Ajkupilkat,String
  Xkichunaj rupam,String
  Xa je kamel töq xeb’e ruk’in,String
  Ruma ri’ xkixib’ij ki’ ri taq amaq’,String
"  Po ri Ka’i’ No’j, Ka’i’ B’atz’  man xkak’axaj ta ri kitzij ri ajawa’ Ajtz’ikinajay",String
"  Man xtik’atzin ta chi ja rïx niya’ ta rutzijol,” xe’uche’ëx",String
  Kixtzolin pe kuk’in!” xecha’,String
"  Xa jun qate’, qatata’",String
"  Qitzij xek’oje’ k’ïy ajawa’, po xajin nsol, nsolöx kajawarem",String
"  K’a ri’ xe’ok ri ruk’ajol ri jun Q’alel Xajil, ri xel akuchi’ na töq kewan ki’ qamama’",String
  Ri Aqajal winäq e pa’äl chi ri’,String
"  Xa joko’n ik, xa chom, xa kär xurayij xutïj",String
"  Xb’an tzaloj, ch’ayonïk chuwäch tinamït Q’inoma’",String
"  Ke re’ joye’ kiwäch ri Sotz’il, Tuquche’",String
"  Chi ri’ xk’oje’ jun ajaw, Ich’al Amulak",String
  Xjote’ ruq’aq’al ri ajaw K’iqab’,String
  Man xeruya’ ta chi tz’ilanem,String
  Xa  ri ajaw K’iqab’ xuxutuj,String
"  Rija’ xk’oje’ chuwi’ ri tinamït, Pan Peta’q",String
"  Chi ri’ pa kiwarab’al, pa kik’ojlib’al xb’an ri kotz’i’j ruma kokem, chwäch ri ruwinäq ri amaq’ xb’an wi",String
  Xuch’äy qa ri achin ruk’in jun che’,String
"  Ma lo, ma  chuwa’q chi pe nib’än q’aq’al, tepewal",String
"  Xkiköl kan ri tinamït, xkitz’apij ruchi’ ri tinamït",String
  Xa ruyon q’aq’al qak’u’x chi ke,String
  K’a ri’ xkiqasaj ri tinamït Xe Chi Tuj,String
"  Ja ri’ ka’i’ qamama’, ri Jun Toj, Wuqu’ B’atz’ ri nïm ruwa kiq’ij, ri xk’oje’ kuchuq’a’",String
  Chopena’ Tojin xb’etzaq pa Tukuru’ Kaqixala’,String
"  Xya’är awän ruma tew, ruma ri’ xk’atzin chi nkijäch echa’, nkijäch ri wäy kikolon kan, xecha’ ri imama’, ïx nuk’ajol",String
 Xkikusaj jeb’ël taq ruxik’ tz’ikina’,String
  Qitzij nxib’in jampe e elenäq pe,String
  Xkimüq kan ri taq jul,String
"  Ja rije’ ri k’amol b’ey, ri taqonela’",String
  Xkitäq rub’ixik chi re chi lab’al kajowan,String
"  Chun, saqkab’ tichapa’, tiweqb’ej iwi’!  Tib’onij iwi’ ruk’in ri chun, ri saqkab’!  Mani tiqak’ixb’isaj qi’ chi kiwäch ri Sotz’il, Tuquche’!”  xcha’ chi ke rajlab’al",String
"  Stape man ja ta rusamaj, ruk’wan jun ruch’a’,  jun rupokob’",String
"  Xapon rutzijol kuk’in ri Oxlajuj Tz’i’, Kab’lajuj Tijax",String
"  Xchapo ri q’osinïk, xkich’äy ki’ kuk’in ri ajq’aq’, ri xkiporoj kawex",String
" Xa e k’ïy ral, ruk’ajol, rusamajela’, ri ajch’a’, ajpokob’",String
" Ja ri rajpop achi’ Sinajitoj rub’i’, ja ri k’wayol b’ey kichin ri aj Xe Chi Peqen",String
  K’a chi rutza’m ri q’a’n xk’ulutäj wi ri lab’al,String
"  Ri ixoqi’ ri e okinäq achija’, xkipo’ ki’ ajlab’al",String
"  K’a ri’ xramon ri ajpop achi’ Sinajitoj, ri aj Xe’ Chi Peqen",String
"  Ri aj Tib’ak’oy, aj Raxaqän xeb’e kuk’in ri K’iche’",String
"  Ja ri xb’ano lab’al ja imama’, rajpop achin B’alam, rajpop achin Iq’ich, ruq’alel achin K’atu’",String
"  Ke re’ k’a xojkanäj wi kan chi meb’a’il ri’, ïx nuk’ajol",String
  Manäq ruk’ajol,String
  Rija’ xrajo’ chi ja qatata’ rajpop achin Tz’i’an ri xtok ta ajaw,String
  Xeb’e el womuch’ achija’ kamisay kichin ri K’iche’ winäq,String
"  Je k’ab’owil, je xamanela’ xekina’ ri ajawa’ Kaqchikel",String
"  Xutz’ib’aj kan ri taqonem pa wuj, xujüx rub’i’ xuxe’, xuya’ retal runupq’a’ chi xka’ chwäch",String
 K’a ri’ xek’uleläx k’a kastilan winäq ruma ri Kaqchikel winäq,String
  Xqaya’ kan ri lab’al,String
"  K’ïy ri ajawa’ xekiküch ki’, konojel ri rumam ajaw, ruk’ajol ajaw",String
  Xetikib’äx Pan Q’än ruma Tunatiw,String
  Xe ri Tunatiw xukusaj don Jorge chi ajawarem,String
"  Xa jub’a’  xuxe’ ri rokem ri ajaw Maldonado, Tunatiw xb’e España",String
"  Kani k’a ri Maldonado xuya’ rutzij, xtaqo chi konojel ri e chapatajinäq yetikïr yetzolin pa kochoch, pa kitinamit",String
  Pa q’equm xojk’oje’ wi chi ri’,String
"  K’o re chi b’a ok xya’öx, k’o re chi nïm rajil xtoj kuma kastilan winäq",String
